,src_nm,src_id,drug_raw_name,cas_cas_no,cas_pt,cas_source,cas_match,umls_pt,umls_cui,ind_raw_value,ind_raw_target,ind_raw_match,ind_umls_entry_term_match
1066,3,1101,"4,4'-(1,2-dimethyl-1,2-ethanediyl)bis-2,6-piperazinedione",551,1380,2,0,385,1854,685,620,0,22
1067,3,1084,N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,289,1468,2,13,1692,972,168,205,0,21
1068,3,1084,N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,289,1468,2,13,1692,972,196,239,0,22
1069,3,1084,N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,289,1468,2,13,1692,972,235,286,0,13
1070,3,1084,N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,289,1468,2,13,1692,972,541,470,0,22
1071,3,1084,N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,289,1468,2,13,1692,972,603,533,0,22
1072,3,1084,N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,289,1468,2,13,1692,972,604,534,0,22
1073,3,878,1-ethyl-3-(3-(dimethylamino)propyl)carbodiimide methiodide,579,83,2,13,107,178,193,236,0,13
1074,3,878,1-ethyl-3-(3-(dimethylamino)propyl)carbodiimide methiodide,579,83,2,13,107,178,476,389,0,13
1075,3,939,2-(beta-(3-iodo-4-hydroxyphenyl)ethylaminomethyl)tetralone,1689,156,2,13,206,245,45,69,0,22
1076,3,939,2-(beta-(3-iodo-4-hydroxyphenyl)ethylaminomethyl)tetralone,1689,156,2,13,206,245,47,71,0,22
1077,3,939,2-(beta-(3-iodo-4-hydroxyphenyl)ethylaminomethyl)tetralone,1689,156,2,13,206,245,46,70,0,22
1078,3,939,2-(beta-(3-iodo-4-hydroxyphenyl)ethylaminomethyl)tetralone,1689,156,2,13,206,245,543,472,0,22
1079,3,1385,"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",1220,120,0,13,159,1541,223,270,0,22
1080,3,1385,"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",1220,120,0,13,159,1541,224,271,0,22
1081,3,1385,"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",1220,120,0,13,159,1541,543,472,0,22
1082,3,687,3-((3-cholamidopropyl)dimethylammonium)-1-propanesulfonate,1353,243,2,13,319,320,215,261,0,13
1083,3,687,3-((3-cholamidopropyl)dimethylammonium)-1-propanesulfonate,1353,243,2,13,319,320,671,606,0,13
1084,3,1213,benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone,354,1597,2,13,909,1268,168,205,0,21
1085,3,1213,benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone,354,1597,2,13,909,1268,196,239,0,22
1086,3,1213,benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone,354,1597,2,13,909,1268,235,286,0,13
1087,3,1213,benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone,354,1597,2,13,909,1268,541,470,0,22
1088,3,1213,benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone,354,1597,2,13,909,1268,603,533,0,22
1089,3,1213,benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone,354,1597,2,13,909,1268,604,534,0,22
1090,3,1226,N-acetyl-tyrosyl-valyl-alanyl-aspartyl chloromethyl ketone,354,1597,2,13,1704,1275,196,239,0,22
1091,3,1226,N-acetyl-tyrosyl-valyl-alanyl-aspartyl chloromethyl ketone,354,1597,2,13,1704,1275,235,286,0,13
1092,3,1226,N-acetyl-tyrosyl-valyl-alanyl-aspartyl chloromethyl ketone,354,1597,2,13,1704,1275,603,533,0,22
1093,3,1115,"N-cyano-N'-(1,1-dimethylpropyl)-N''-(3-pyridinyl)guanidine",1108,1504,2,13,1717,1063,164,201,0,21
1094,3,1115,"N-cyano-N'-(1,1-dimethylpropyl)-N''-(3-pyridinyl)guanidine",1108,1504,2,13,1717,1063,777,644,0,22
1095,3,905,2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,1665,144,2,13,188,239,111,136,0,21
1096,3,1067,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,227,1369,2,0,1684,1018,235,286,0,13
1097,3,1067,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,227,1369,2,0,1684,1018,605,535,0,22
1098,3,742,N-(4-(7-diethylamino-4-methylcoumarin-3-yl)phenyl)maleimide,1371,1471,2,13,1695,744,180,221,0,13
1099,3,742,N-(4-(7-diethylamino-4-methylcoumarin-3-yl)phenyl)maleimide,1371,1471,2,13,1695,744,256,310,0,13
1100,3,742,N-(4-(7-diethylamino-4-methylcoumarin-3-yl)phenyl)maleimide,1371,1471,2,13,1695,744,476,389,0,13
1101,3,742,N-(4-(7-diethylamino-4-methylcoumarin-3-yl)phenyl)maleimide,1371,1471,2,13,1695,744,497,417,0,13
1102,3,1356,"Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester",543,1540,0,13,1777,92,174,212,0,22
1103,3,1356,"Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester",543,1540,0,13,1777,92,177,215,0,22
1104,3,1356,"Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester",543,1540,0,13,1777,92,235,286,0,13
1105,3,1356,"Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester",543,1540,0,13,1777,92,479,392,0,21
1106,3,1356,"Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester",543,1540,0,13,1777,92,543,472,0,22
1107,3,1356,"Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester",543,1540,0,13,1777,92,583,511,0,22
1108,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,59,83,0,21
1109,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,60,84,0,21
1110,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,86,110,0,21
1111,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,87,111,0,21
1112,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,119,144,0,21
1113,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,235,286,0,13
1114,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,495,414,0,22
1115,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,581,509,0,22
1116,3,1140,2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid,231,1653,2,0,202,1096,656,583,0,21
1117,0,97,"3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide",674,1628,2,0,333,916,985,946,0,1
1118,0,97,"3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide",674,1628,2,0,333,916,1012,1016,0,14
1119,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,59,83,0,21
1120,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,60,84,0,21
1121,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,86,110,0,21
1122,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,87,111,0,21
1123,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,119,144,0,21
1124,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,195,238,0,22
1125,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,235,286,0,13
1126,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,495,414,0,22
1127,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,581,509,0,22
1128,3,1387,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1206,291,2,13,392,1542,656,583,0,21
1129,3,844,N-cyclohexyl-N'-(4-dimethylamino-alpha-naphthyl)carbodiimide,1560,1485,2,13,1718,759,180,221,0,13
1130,3,844,N-cyclohexyl-N'-(4-dimethylamino-alpha-naphthyl)carbodiimide,1560,1485,2,13,1718,759,235,286,0,13
1131,3,844,N-cyclohexyl-N'-(4-dimethylamino-alpha-naphthyl)carbodiimide,1560,1485,2,13,1718,759,256,310,0,13
1132,3,844,N-cyclohexyl-N'-(4-dimethylamino-alpha-naphthyl)carbodiimide,1560,1485,2,13,1718,759,476,389,0,13
1133,3,844,N-cyclohexyl-N'-(4-dimethylamino-alpha-naphthyl)carbodiimide,1560,1485,2,13,1718,759,497,417,0,13
1134,3,432,"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",1127,0,2,13,2,883,45,69,0,22
1135,3,432,"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",1127,0,2,13,2,883,47,71,0,22
1136,3,432,"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",1127,0,2,13,2,883,46,70,0,22
1137,3,432,"(2-(2',6'-dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane",1127,0,2,13,2,883,543,472,0,22
1138,3,1284,"1-(2'-amino-3',3'-dimethylbutanoyl)pyrrolidine-2-carbonitrile",354,1597,2,13,74,1599,218,265,0,22
1139,3,1284,"1-(2'-amino-3',3'-dimethylbutanoyl)pyrrolidine-2-carbonitrile",354,1597,2,13,74,1599,235,286,0,13
1140,3,1284,"1-(2'-amino-3',3'-dimethylbutanoyl)pyrrolidine-2-carbonitrile",354,1597,2,13,74,1599,334,381,0,21
1141,3,1284,"1-(2'-amino-3',3'-dimethylbutanoyl)pyrrolidine-2-carbonitrile",354,1597,2,13,74,1599,603,533,0,22
1142,3,1201,"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",81,67,2,13,89,1212,50,74,0,13
1143,3,1201,"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",81,67,2,13,89,1212,476,389,0,13
1144,3,1201,"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",81,67,2,13,89,1212,479,392,0,21
1145,3,1201,"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",81,67,2,13,89,1212,583,511,0,22
1146,3,358,"2,5-bis(1-aziridinyl)-3,6-bis(2-methoxyethoxy)-4-benzoquinone",1422,680,2,0,181,233,111,136,0,21
1147,3,358,"2,5-bis(1-aziridinyl)-3,6-bis(2-methoxyethoxy)-4-benzoquinone",1422,680,2,0,181,233,527,448,0,22
1148,3,358,"2,5-bis(1-aziridinyl)-3,6-bis(2-methoxyethoxy)-4-benzoquinone",1422,680,2,0,181,233,549,478,0,21
1149,3,1199,4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole,398,303,2,13,406,1262,235,286,0,13
1150,3,1155,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,272,1382,2,0,445,1114,106,131,0,22
1151,3,1155,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,272,1382,2,0,445,1114,234,285,0,13
1152,3,1155,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,272,1382,2,0,445,1114,337,384,0,21
1153,3,1155,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,272,1382,2,0,445,1114,492,411,0,22
1154,3,1155,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,272,1382,2,0,445,1114,493,412,0,22
1155,3,1155,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,272,1382,2,0,445,1114,494,413,0,22
1156,3,968,N'-(2-chloroethyl)-N-(2-(methylsulfonyl)ethyl)-N'-nitrosourea,1420,1436,2,13,1654,718,111,136,0,21
1157,3,880,"N-(7-nitrobenz-2-oxa-1,3-diazol-4-yl)phosphatidylethanolamine",1184,1474,2,13,1698,747,180,221,0,13
1158,3,880,"N-(7-nitrobenz-2-oxa-1,3-diazol-4-yl)phosphatidylethanolamine",1184,1474,2,13,1698,747,256,310,0,13
1159,3,880,"N-(7-nitrobenz-2-oxa-1,3-diazol-4-yl)phosphatidylethanolamine",1184,1474,2,13,1698,747,476,389,0,13
1160,3,880,"N-(7-nitrobenz-2-oxa-1,3-diazol-4-yl)phosphatidylethanolamine",1184,1474,2,13,1698,747,497,417,0,13
1161,3,626,N-acetyl-beta-glucosaminyl-N-acetylmuramyl-alanylisoglutamine,1274,1478,2,13,1702,750,42,66,0,22
1162,3,626,N-acetyl-beta-glucosaminyl-N-acetylmuramyl-alanylisoglutamine,1274,1478,2,13,1702,750,466,386,0,22
1163,3,857,1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine,1222,57,2,13,76,1545,223,270,0,22
1164,3,857,1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine,1222,57,2,13,76,1545,224,271,0,22
1165,3,857,1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine,1222,57,2,13,76,1545,226,273,0,22
1166,3,857,1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine,1222,57,2,13,76,1545,543,472,0,22
1167,3,857,1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine,1222,57,2,13,76,1545,544,473,0,22
1168,3,1190,"1,2-epoxy-3,4-dihydroxy-1,2,3,4-tetrahydrobenzo(c)phenanthrene",105,23,2,13,37,1201,161,198,0,21
1169,3,1190,"1,2-epoxy-3,4-dihydroxy-1,2,3,4-tetrahydrobenzo(c)phenanthrene",105,23,2,13,37,1201,549,478,0,21
1170,3,1024,"5,5'-dimethyl-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetate",1650,371,2,13,494,419,171,208,0,13
1171,3,1236,acetyl-aspartyl-glutamyl-valyl-aspartyl-amino-4-methylcoumarin,354,1597,2,13,654,1298,180,221,0,13
1172,3,1236,acetyl-aspartyl-glutamyl-valyl-aspartyl-amino-4-methylcoumarin,354,1597,2,13,654,1298,256,310,0,13
1173,3,1236,acetyl-aspartyl-glutamyl-valyl-aspartyl-amino-4-methylcoumarin,354,1597,2,13,654,1298,476,389,0,13
1174,3,1236,acetyl-aspartyl-glutamyl-valyl-aspartyl-amino-4-methylcoumarin,354,1597,2,13,654,1298,497,417,0,13
1175,3,677,"2-methyl-4-chlorophenoxyacetic acid, dicamba herbicide solution",1679,1402,2,7,255,1845,318,364,0,22
1176,3,677,"2-methyl-4-chlorophenoxyacetic acid, dicamba herbicide solution",1679,1402,2,7,255,1845,583,511,0,22
1177,3,1087,6-(bromomethylene)tetrahydro-3-(1-naphthaleneyl)-2H-pyran-2-one,1590,411,2,13,547,937,235,286,0,13
1178,3,1087,6-(bromomethylene)tetrahydro-3-(1-naphthaleneyl)-2H-pyran-2-one,1590,411,2,13,547,937,588,516,0,22
1179,3,595,benzyloxycarbonyl-phenylalanylarginine-4-methylcoumaryl-7-amide,1200,721,2,13,907,584,180,221,0,13
1180,3,595,benzyloxycarbonyl-phenylalanylarginine-4-methylcoumaryl-7-amide,1200,721,2,13,907,584,256,310,0,13
1181,3,595,benzyloxycarbonyl-phenylalanylarginine-4-methylcoumaryl-7-amide,1200,721,2,13,907,584,476,389,0,13
1182,3,595,benzyloxycarbonyl-phenylalanylarginine-4-methylcoumaryl-7-amide,1200,721,2,13,907,584,497,417,0,13
1183,3,667,methoxysuccinyl-alanyl-alanyl-prolyl-valine chloromethyl ketone,1199,1415,2,13,1629,703,235,286,0,13
1184,3,667,methoxysuccinyl-alanyl-alanyl-prolyl-valine chloromethyl ketone,1199,1415,2,13,1629,703,603,533,0,22
1185,3,667,methoxysuccinyl-alanyl-alanyl-prolyl-valine chloromethyl ketone,1199,1415,2,13,1629,703,657,584,0,22
1186,3,954,"S,S'-(2-(dimethylamino)-1,3-propanediyl)thiosulfuric acid ester",1716,1630,2,0,1814,1036,479,392,0,21
1187,3,954,"S,S'-(2-(dimethylamino)-1,3-propanediyl)thiosulfuric acid ester",1716,1630,2,0,1814,1036,583,511,0,22
1188,3,955,"1,5-dihydro-7-(1-piperidinyl)-imidazo(2,1-b)quinazolin-2(3H)-one",1696,44,2,13,57,890,111,136,0,21
1189,3,955,"1,5-dihydro-7-(1-piperidinyl)-imidazo(2,1-b)quinazolin-2(3H)-one",1696,44,2,13,57,890,163,200,0,21
1190,3,955,"1,5-dihydro-7-(1-piperidinyl)-imidazo(2,1-b)quinazolin-2(3H)-one",1696,44,2,13,57,890,164,201,0,21
1191,3,955,"1,5-dihydro-7-(1-piperidinyl)-imidazo(2,1-b)quinazolin-2(3H)-one",1696,44,2,13,57,890,235,286,0,13
1192,3,955,"1,5-dihydro-7-(1-piperidinyl)-imidazo(2,1-b)quinazolin-2(3H)-one",1696,44,2,13,57,890,315,361,0,21
1193,3,955,"1,5-dihydro-7-(1-piperidinyl)-imidazo(2,1-b)quinazolin-2(3H)-one",1696,44,2,13,57,890,588,516,0,22
1194,3,955,"1,5-dihydro-7-(1-piperidinyl)-imidazo(2,1-b)quinazolin-2(3H)-one",1696,44,2,13,57,890,594,522,0,22
1195,3,955,"1,5-dihydro-7-(1-piperidinyl)-imidazo(2,1-b)quinazolin-2(3H)-one",1696,44,2,13,57,890,604,534,0,22
1196,3,1268,3-(2-hydroxy-1-methyl-2-nitrosohydrazino)-N-methyl-1-propanamine,371,252,2,13,331,1434,164,201,0,21
1197,3,1268,3-(2-hydroxy-1-methyl-2-nitrosohydrazino)-N-methyl-1-propanamine,371,252,2,13,331,1434,547,476,0,22
1198,3,1081,S(alpha)-methyl-6-(2-quinolinylmethoxy)-2-naphthaleneacetic acid,202,1656,2,0,1813,1035,235,286,0,13
1199,3,1081,S(alpha)-methyl-6-(2-quinolinylmethoxy)-2-naphthaleneacetic acid,202,1656,2,0,1813,1035,495,414,0,22
1200,3,831,"2,3,5-trimethyl-6-(12-hydroxy-5,10-dodecadiynyl)-1,4-benzoquinone",1466,1701,1,0,161,899,235,286,0,13
1201,3,831,"2,3,5-trimethyl-6-(12-hydroxy-5,10-dodecadiynyl)-1,4-benzoquinone",1466,1701,1,0,161,899,495,414,0,22
1202,3,952,"8-iodo-2,3,4,5-tetrahydro-3-methyl-5-phenyl-1H-3-benzazepine-7-ol",145,467,2,13,613,946,223,270,0,22
1203,3,952,"8-iodo-2,3,4,5-tetrahydro-3-methyl-5-phenyl-1H-3-benzazepine-7-ol",145,467,2,13,613,946,225,272,0,22
1204,3,952,"8-iodo-2,3,4,5-tetrahydro-3-methyl-5-phenyl-1H-3-benzazepine-7-ol",145,467,2,13,613,946,543,472,0,22
1205,3,1322,"trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride",772,485,2,0,1875,1634,94,119,0,21
1206,3,1322,"trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride",772,485,2,0,1875,1634,106,131,0,22
1207,3,1322,"trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride",772,485,2,0,1875,1634,337,384,0,21
1208,3,1322,"trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride",772,485,2,0,1875,1634,492,411,0,22
1209,3,981,1-(2-chloroethyl)-3-(2-(dimethylaminosulfonyl)ethyl)-1-nitrosourea,1552,1623,2,0,77,163,111,136,0,21
1210,3,1409,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",1372,103,2,20,132,198,164,201,0,21
1211,3,1409,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",1372,103,2,20,132,198,776,643,0,22
1212,3,1269,"2-(3,5-dimethylpiperidino)ethyl 4-amino-5-chloro-2-methoxybenzoate",354,1597,2,13,198,1435,543,472,0,22
1213,3,1269,"2-(3,5-dimethylpiperidino)ethyl 4-amino-5-chloro-2-methoxybenzoate",354,1597,2,13,198,1435,658,585,0,22
1214,3,1269,"2-(3,5-dimethylpiperidino)ethyl 4-amino-5-chloro-2-methoxybenzoate",354,1597,2,13,198,1435,659,586,0,22
1215,3,1111,2-methoxy-4-amino-5-chlorobenzoic acid 2-(diethylamino)ethyl ester,308,1589,2,0,249,910,543,472,0,22
1216,3,1111,2-methoxy-4-amino-5-chlorobenzoic acid 2-(diethylamino)ethyl ester,308,1589,2,0,249,910,658,585,0,22
1217,3,1111,2-methoxy-4-amino-5-chlorobenzoic acid 2-(diethylamino)ethyl ester,308,1589,2,0,249,910,659,586,0,22
1218,3,1254,"4-amino-5-(4-methylphenyl)-7-(tert-butyl)pyrazolo(3,4-d)pyrimidine",354,1597,2,13,423,1360,235,286,0,13
1219,3,1192,benzyloxycarbonyl-isoleucyl-glutamyl(O-tert-butyl)-alanyl-leucinal,354,1597,2,13,906,1203,196,239,0,22
1220,3,1192,benzyloxycarbonyl-isoleucyl-glutamyl(O-tert-butyl)-alanyl-leucinal,354,1597,2,13,906,1203,235,286,0,13
1221,3,1192,benzyloxycarbonyl-isoleucyl-glutamyl(O-tert-butyl)-alanyl-leucinal,354,1597,2,13,906,1203,603,533,0,22
1222,3,1044,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,175,834,2,0,200,903,38,62,0,4
1223,3,1044,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,175,834,2,0,200,903,104,129,0,21
1224,3,1044,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,175,834,2,0,200,903,164,201,0,21
1225,3,1044,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,175,834,2,0,200,903,543,472,0,22
1226,3,1044,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,175,834,2,0,200,903,612,543,0,22
1227,3,1044,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,175,834,2,0,200,903,614,545,0,4
1228,3,885,"4,5-dihydro-6-(4-(imidazol-1-yl)phenyl)-5-methyl-3(2H)-pyridazinone",1566,292,2,13,393,921,163,200,0,21
1229,3,885,"4,5-dihydro-6-(4-(imidazol-1-yl)phenyl)-5-methyl-3(2H)-pyridazinone",1566,292,2,13,393,921,164,201,0,21
1230,3,885,"4,5-dihydro-6-(4-(imidazol-1-yl)phenyl)-5-methyl-3(2H)-pyridazinone",1566,292,2,13,393,921,235,286,0,13
1231,3,885,"4,5-dihydro-6-(4-(imidazol-1-yl)phenyl)-5-methyl-3(2H)-pyridazinone",1566,292,2,13,393,921,315,361,0,21
1232,3,885,"4,5-dihydro-6-(4-(imidazol-1-yl)phenyl)-5-methyl-3(2H)-pyridazinone",1566,292,2,13,393,921,588,516,0,22
1233,3,885,"4,5-dihydro-6-(4-(imidazol-1-yl)phenyl)-5-methyl-3(2H)-pyridazinone",1566,292,2,13,393,921,594,522,0,22
1234,3,885,"4,5-dihydro-6-(4-(imidazol-1-yl)phenyl)-5-methyl-3(2H)-pyridazinone",1566,292,2,13,393,921,604,534,0,22
1235,3,1089,"5,5',6,6'-tetrachloro-1,1',3,3'-tetraethylbenzimidazolocarbocyanine",554,368,2,13,489,927,180,221,0,13
1236,3,1089,"5,5',6,6'-tetrachloro-1,1',3,3'-tetraethylbenzimidazolocarbocyanine",554,368,2,13,489,927,256,310,0,13
1237,3,1089,"5,5',6,6'-tetrachloro-1,1',3,3'-tetraethylbenzimidazolocarbocyanine",554,368,2,13,489,927,476,389,0,13
1238,3,1089,"5,5',6,6'-tetrachloro-1,1',3,3'-tetraethylbenzimidazolocarbocyanine",554,368,2,13,489,927,497,417,0,13
1239,3,897,cyclo(7-aminoheptanoylphenylalanyl-tryptophyl-lysyl-benzylthreonyl),1517,1610,2,0,1333,1140,323,370,0,22
1240,3,897,cyclo(7-aminoheptanoylphenylalanyl-tryptophyl-lysyl-benzylthreonyl),1517,1610,2,0,1333,1140,325,372,0,22
1241,3,864,"N,N-diallyl-tyrosyl-alpha-aminoisobutyric acid-phenylalanyl-leucine",1606,1452,2,13,1673,1017,168,205,0,21
1242,3,864,"N,N-diallyl-tyrosyl-alpha-aminoisobutyric acid-phenylalanyl-leucine",1606,1452,2,13,1673,1017,533,460,0,22
1243,3,864,"N,N-diallyl-tyrosyl-alpha-aminoisobutyric acid-phenylalanyl-leucine",1606,1452,2,13,1673,1017,581,509,0,22
1244,3,864,"N,N-diallyl-tyrosyl-alpha-aminoisobutyric acid-phenylalanyl-leucine",1606,1452,2,13,1673,1017,656,583,0,21
1245,3,545,N-n-propyl-N-phenylethyl-4(3-hydroxyphenyl)ethylamine hydrochloride,1221,1509,2,13,1734,1027,223,270,0,22
1246,3,545,N-n-propyl-N-phenylethyl-4(3-hydroxyphenyl)ethylamine hydrochloride,1221,1509,2,13,1734,1027,224,271,0,22
1247,3,545,N-n-propyl-N-phenylethyl-4(3-hydroxyphenyl)ethylamine hydrochloride,1221,1509,2,13,1734,1027,543,472,0,22
1248,3,1369,(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,987,310,2,0,10,1617,130,156,0,22
1249,3,1369,(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,987,310,2,0,10,1617,174,212,0,22
1250,3,1369,(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,987,310,2,0,10,1617,175,213,0,22
1251,3,1369,(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,987,310,2,0,10,1617,291,329,0,13
1252,3,1369,(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,987,310,2,0,10,1617,525,446,0,22
1253,3,1369,(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,987,310,2,0,10,1617,543,472,0,22
1254,3,1369,(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,987,310,2,0,10,1617,545,474,0,22
1255,3,1369,(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride,987,310,2,0,10,1617,581,509,0,22
1256,3,1061,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,242,56,2,13,75,892,157,192,0,22
1257,3,1061,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,242,56,2,13,75,892,164,201,0,21
